	Dividends_x	Stock Splits	Date	Dividends_y
0	0.44	0.0	2019-04-29	0.44
1	0.22	0.0	2019-10-31	0.22
2	0.35	0.0	2020-10-29	0.35
3	0.13	0.0	2021-04-29	0.13
4	0.35	0.0	2021-10-29	0.35
